"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Nebraska"	"31"	"1976"	"1976"	"Female"	"F"	25	792407	3.2	0.0%
	"Nebraska"	"31"	"1976"	"1976"	"Male"	"M"	125	757317	16.5	0.0%
"Total"	"Nebraska"	"31"	"1976"	"1976"			150	1549724	9.7	0.1%
	"Nebraska"	"31"	"1977"	"1977"	"Female"	"F"	38	796170	4.8	0.0%
	"Nebraska"	"31"	"1977"	"1977"	"Male"	"M"	124	760577	16.3	0.0%
"Total"	"Nebraska"	"31"	"1977"	"1977"			162	1556747	10.4	0.1%
	"Nebraska"	"31"	"1978"	"1978"	"Female"	"F"	26	799336	3.3	0.0%
	"Nebraska"	"31"	"1978"	"1978"	"Male"	"M"	119	763313	15.6	0.0%
"Total"	"Nebraska"	"31"	"1978"	"1978"			145	1562649	9.3	0.1%
"Total"	"Nebraska"	"31"					1699	16726335	10.2	0.6%
	"Nevada"	"32"	"1968"	"1968"	"Female"	"F"	31	222287	13.9	0.0%
	"Nevada"	"32"	"1968"	"1968"	"Male"	"M"	78	228988	34.1	0.0%
"Total"	"Nevada"	"32"	"1968"	"1968"			109	451275	24.2	0.0%
	"Nevada"	"32"	"1969"	"1969"	"Female"	"F"	28	232729	12.0	0.0%
	"Nevada"	"32"	"1969"	"1969"	"Male"	"M"	69	239340	28.8	0.0%
"Total"	"Nevada"	"32"	"1969"	"1969"			97	472069	20.5	0.0%
	"Nevada"	"32"	"1970"	"1970"	"Female"	"F"	31	241231	12.9	0.0%
	"Nevada"	"32"	"1970"	"1970"	"Male"	"M"	82	248304	33.0	0.0%
"Total"	"Nevada"	"32"	"1970"	"1970"			113	489535	23.1	0.0%
	"Nevada"	"32"	"1971"	"1971"	"Female"	"F"	44	256540	17.2	0.0%
	"Nevada"	"32"	"1971"	"1971"	"Male"	"M"	71	264061	26.9	0.0%
"Total"	"Nevada"	"32"	"1971"	"1971"			115	520601	22.1	0.0%
	"Nevada"	"32"	"1972"	"1972"	"Female"	"F"	32	269045	11.9	0.0%
	"Nevada"	"32"	"1972"	"1972"	"Male"	"M"	114	277544	41.1	0.0%
"Total"	"Nevada"	"32"	"1972"	"1972"			146	546589	26.7	0.1%
	"Nevada"	"32"	"1973"	"1973"	"Female"	"F"	40	279738	14.3	0.0%
	"Nevada"	"32"	"1973"	"1973"	"Male"	"M"	82	288514	28.4	0.0%
"Total"	"Nevada"	"32"	"1973"	"1973"			122	568252	21.5	0.0%
	"Nevada"	"32"	"1974"	"1974"	"Female"	"F"	49	293487	16.7	0.0%
	"Nevada"	"32"	"1974"	"1974"	"Male"	"M"	106	302835	35.0	0.0%
"Total"	"Nevada"	"32"	"1974"	"1974"			155	596322	26.0	0.1%
	"Nevada"	"32"	"1975"	"1975"	"Female"	"F"	59	305163	19.3	0.0%
	"Nevada"	"32"	"1975"	"1975"	"Male"	"M"	102	314376	32.4	0.0%
"Total"	"Nevada"	"32"	"1975"	"1975"			161	619539	26.0	0.1%
	"Nevada"	"32"	"1976"	"1976"	"Female"	"F"	36	318863	11.3	0.0%
	"Nevada"	"32"	"1976"	"1976"	"Male"	"M"	127	328371	38.7	0.0%
"Total"	"Nevada"	"32"	"1976"	"1976"			163	647234	25.2	0.1%
	"Nevada"	"32"	"1977"	"1977"	"Female"	"F"	51	334513	15.2	0.0%
	"Nevada"	"32"	"1977"	"1977"	"Male"	"M"	142	344329	41.2	0.1%
"Total"	"Nevada"	"32"	"1977"	"1977"			193	678842	28.4	0.1%
	"Nevada"	"32"	"1978"	"1978"	"Female"	"F"	38	355476	10.7	0.0%
	"Nevada"	"32"	"1978"	"1978"	"Male"	"M"	127	364903	34.8	0.0%
"Total"	"Nevada"	"32"	"1978"	"1978"			165	720379	22.9	0.1%
"Total"	"Nevada"	"32"					1539	6310637	24.4	0.6%
	"New Hampshire"	"33"	"1968"	"1968"	"Female"	"F"	28	361758	7.7	0.0%
	"New Hampshire"	"33"	"1968"	"1968"	"Male"	"M"	71	345755	20.5	0.0%
"Total"	"New Hampshire"	"33"	"1968"	"1968"			99	707513	14.0	0.0%
	"New Hampshire"	"33"	"1969"	"1969"	"Female"	"F"	23	370109	6.2	0.0%
	"New Hampshire"	"33"	"1969"	"1969"	"Male"	"M"	62	353517	17.5	0.0%
"Total"	"New Hampshire"	"33"	"1969"	"1969"			85	723626	11.7	0.0%
	"New Hampshire"	"33"	"1970"	"1970"	"Female"	"F"	17	377033	4.5 (Unreliable)	0.0%
	"New Hampshire"	"33"	"1970"	"1970"	"Male"	"M"	65	360759	18.0	0.0%
"Total"	"New Hampshire"	"33"	"1970"	"1970"			82	737792	11.1	0.0%
	"New Hampshire"	"33"	"1971"	"1971"	"Female"	"F"	23	389301	5.9	0.0%
	"New Hampshire"	"33"	"1971"	"1971"	"Male"	"M"	68	373119	18.2	0.0%
"Total"	"New Hampshire"	"33"	"1971"	"1971"			91	762420	11.9	0.0%
	"New Hampshire"	"33"	"1972"	"1972"	"Female"	"F"	16	398341	4.0 (Unreliable)	0.0%
	"New Hampshire"	"33"	"1972"	"1972"	"Male"	"M"	68	382337	17.8	0.0%
"Total"	"New Hampshire"	"33"	"1972"	"1972"			84	780678	10.8	0.0%
	"New Hampshire"	"33"	"1973"	"1973"	"Female"	"F"	20	408289	4.9	0.0%
	"New Hampshire"	"33"	"1973"	"1973"	"Male"	"M"	75	392024	19.1	0.0%
"Total"	"New Hampshire"	"33"	"1973"	"1973"			95	800313	11.9	0.0%
	"New Hampshire"	"33"	"1974"	"1974"	"Female"	"F"	29	416387	7.0	0.0%
	"New Hampshire"	"33"	"1974"	"1974"	"Male"	"M"	83	399489	20.8	0.0%
"Total"	"New Hampshire"	"33"	"1974"	"1974"			112	815876	13.7	0.0%
	"New Hampshire"	"33"	"1975"	"1975"	"Female"	"F"	25	423195	5.9	0.0%
	"New Hampshire"	"33"	"1975"	"1975"	"Male"	"M"	88	405336	21.7	0.0%
"Total"	"New Hampshire"	"33"	"1975"	"1975"			113	828531	13.6	0.0%
	"New Hampshire"	"33"	"1976"	"1976"	"Female"	"F"	27	432623	6.2	0.0%
	"New Hampshire"	"33"	"1976"	"1976"	"Male"	"M"	80	413536	19.3	0.0%
"Total"	"New Hampshire"	"33"	"1976"	"1976"			107	846159	12.6	0.0%
	"New Hampshire"	"33"	"1977"	"1977"	"Female"	"F"	35	445883	7.8	0.0%
	"New Hampshire"	"33"	"1977"	"1977"	"Male"	"M"	85	425981	20.0	0.0%
"Total"	"New Hampshire"	"33"	"1977"	"1977"			120	871864	13.8	0.0%
	"New Hampshire"	"33"	"1978"	"1978"	"Female"	"F"	36	457773	7.9	0.0%
	"New Hampshire"	"33"	"1978"	"1978"	"Male"	"M"	94	436381	21.5	0.0%
"Total"	"New Hampshire"	"33"	"1978"	"1978"			130	894154	14.5	0.0%
"Total"	"New Hampshire"	"33"					1118	8768926	12.7	0.4%
	"New Jersey"	"34"	"1968"	"1968"	"Female"	"F"	161	3630025	4.4	0.1%
	"New Jersey"	"34"	"1968"	"1968"	"Male"	"M"	369	3413765	10.8	0.1%
"Total"	"New Jersey"	"34"	"1968"	"1968"			530	7043790	7.5	0.2%
	"New Jersey"	"34"	"1969"	"1969"	"Female"	"F"	166	3669294	4.5	0.1%
	"New Jersey"	"34"	"1969"	"1969"	"Male"	"M"	395	3439391	11.5	0.1%
"Total"	"New Jersey"	"34"	"1969"	"1969"			561	7108685	7.9	0.2%
	"New Jersey"	"34"	"1970"	"1970"	"Female"	"F"	127	3703248	3.4	0.0%
	"New Jersey"	"34"	"1970"	"1970"	"Male"	"M"	333	3470147	9.6	0.1%
"Total"	"New Jersey"	"34"	"1970"	"1970"			460	7173395	6.4	0.2%
	"New Jersey"	"34"	"1971"	"1971"	"Female"	"F"	156	3758053	4.2	0.1%
	"New Jersey"	"34"	"1971"	"1971"	"Male"	"M"	395	3519812	11.2	0.1%
"Total"	"New Jersey"	"34"	"1971"	"1971"			551	7277865	7.6	0.2%
	"New Jersey"	"34"	"1972"	"1972"	"Female"	"F"	166	3782818	4.4	0.1%
	"New Jersey"	"34"	"1972"	"1972"	"Male"	"M"	394	3540340	11.1	0.1%
"Total"	"New Jersey"	"34"	"1972"	"1972"			560	7323158	7.6	0.2%
	"New Jersey"	"34"	"1973"	"1973"	"Female"	"F"	159	3786287	4.2	0.1%
	"New Jersey"	"34"	"1973"	"1973"	"Male"	"M"	417	3535122	11.8	0.2%
"Total"	"New Jersey"	"34"	"1973"	"1973"			576	7321409	7.9	0.2%
	"New Jersey"	"34"	"1974"	"1974"	"Female"	"F"	157	3792363	4.1	0.1%
	"New Jersey"	"34"	"1974"	"1974"	"Male"	"M"	383	3532992	10.8	0.1%
"Total"	"New Jersey"	"34"	"1974"	"1974"			540	7325355	7.4	0.2%
	"New Jersey"	"34"	"1975"	"1975"	"Female"	"F"	154	3801012	4.1	0.1%
	"New Jersey"	"34"	"1975"	"1975"	"Male"	"M"	429	3532177	12.1	0.2%
"Total"	"New Jersey"	"34"	"1975"	"1975"			583	7333189	8.0	0.2%
	"New Jersey"	"34"	"1976"	"1976"	"Female"	"F"	151	3806072	4.0	0.1%
	"New Jersey"	"34"	"1976"	"1976"	"Male"	"M"	398	3533557	11.3	0.1%
"Total"	"New Jersey"	"34"	"1976"	"1976"			549	7339629	7.5	0.2%
	"New Jersey"	"34"	"1977"	"1977"	"Female"	"F"	155	3811841	4.1	0.1%
	"New Jersey"	"34"	"1977"	"1977"	"Male"	"M"	448	3531154	12.7	0.2%
"Total"	"New Jersey"	"34"	"1977"	"1977"			603	7342995	8.2	0.2%
	"New Jersey"	"34"	"1978"	"1978"	"Female"	"F"	130	3823281	3.4	0.0%
	"New Jersey"	"34"	"1978"	"1978"	"Male"	"M"	394	3534170	11.1	0.1%
"Total"	"New Jersey"	"34"	"1978"	"1978"			524	7357451	7.1	0.2%
"Total"	"New Jersey"	"34"					6037	79946921	7.6	2.2%
	"New Mexico"	"35"	"1968"	"1968"	"Female"	"F"	19	495687	3.8 (Unreliable)	0.0%
	"New Mexico"	"35"	"1968"	"1968"	"Male"	"M"	128	481531	26.6	0.0%
"Total"	"New Mexico"	"35"	"1968"	"1968"			147	977218	15.0	0.1%
	"New Mexico"	"35"	"1969"	"1969"	"Female"	"F"	32	507192	6.3	0.0%
	"New Mexico"	"35"	"1969"	"1969"	"Male"	"M"	127	492708	25.8	0.0%
"Total"	"New Mexico"	"35"	"1969"	"1969"			159	999900	15.9	0.1%
	"New Mexico"	"35"	"1970"	"1970"	"Female"	"F"	42	516783	8.1	0.0%
	"New Mexico"	"35"	"1970"	"1970"	"Male"	"M"	124	503011	24.7	0.0%
"Total"	"New Mexico"	"35"	"1970"	"1970"			166	1019794	16.3	0.1%
	"New Mexico"	"35"	"1971"	"1971"	"Female"	"F"	35	534576	6.5	0.0%
	"New Mexico"	"35"	"1971"	"1971"	"Male"	"M"	111	520965	21.3	0.0%
"Total"	"New Mexico"	"35"	"1971"	"1971"			146	1055541	13.8	0.1%
	"New Mexico"	"35"	"1972"	"1972"	"Female"	"F"	28	545879	5.1	0.0%
	"New Mexico"	"35"	"1972"	"1972"	"Male"	"M"	116	532545	21.8	0.0%
"Total"	"New Mexico"	"35"	"1972"	"1972"			144	1078424	13.4	0.1%
	"New Mexico"	"35"	"1973"	"1973"	"Female"	"F"	43	558950	7.7	0.0%
	"New Mexico"	"35"	"1973"	"1973"	"Male"	"M"	135	545845	24.7	0.0%
"Total"	"New Mexico"	"35"	"1973"	"1973"			178	1104795	16.1	0.1%
	"New Mexico"	"35"	"1974"	"1974"	"Female"	"F"	40	572351	7.0	0.0%
	"New Mexico"	"35"	"1974"	"1974"	"Male"	"M"	152	558195	27.2	0.1%
"Total"	"New Mexico"	"35"	"1974"	"1974"			192	1130546	17.0	0.1%
	"New Mexico"	"35"	"1975"	"1975"	"Female"	"F"	53	589563	9.0	0.0%
	"New Mexico"	"35"	"1975"	"1975"	"Male"	"M"	148	573554	25.8	0.1%
"Total"	"New Mexico"	"35"	"1975"	"1975"			201	1163117	17.3	0.1%
	"New Mexico"	"35"	"1976"	"1976"	"Female"	"F"	60	606245	9.9	0.0%
	"New Mexico"	"35"	"1976"	"1976"	"Male"	"M"	154	590485	26.1	0.1%
"Total"	"New Mexico"	"35"	"1976"	"1976"			214	1196730	17.9	0.1%
	"New Mexico"	"35"	"1977"	"1977"	"Female"	"F"	41	621936	6.6	0.0%
	"New Mexico"	"35"	"1977"	"1977"	"Male"	"M"	185	605579	30.5	0.1%
"Total"	"New Mexico"	"35"	"1977"	"1977"			226	1227515	18.4	0.1%
	"New Mexico"	"35"	"1978"	"1978"	"Female"	"F"	45	635580	7.1	0.0%
	"New Mexico"	"35"	"1978"	"1978"	"Male"	"M"	163	618797	26.3	0.1%
"Total"	"New Mexico"	"35"	"1978"	"1978"			208	1254377	16.6	0.1%
"Total"	"New Mexico"	"35"					1981	12207957	16.2	0.7%
	"New York"	"36"	"1968"	"1968"	"Female"	"F"	345	9471228	3.6	0.1%
	"New York"	"36"	"1968"	"1968"	"Male"	"M"	870	8678932	10.0	0.3%
"Total"	"New York"	"36"	"1968"	"1968"			1215	18150160	6.7	0.4%
	"New York"	"36"	"1969"	"1969"	"Female"	"F"	418	9500089	4.4	0.2%
	"New York"	"36"	"1969"	"1969"	"Male"	"M"	919	8691701	10.6	0.3%
"Total"	"New York"	"36"	"1969"	"1969"			1337	18191790	7.3	0.5%
	"New York"	"36"	"1970"	"1970"	"Female"	"F"	426	9532559	4.5	0.2%
	"New York"	"36"	"1970"	"1970"	"Male"	"M"	993	8728975	11.4	0.4%
"Total"	"New York"	"36"	"1970"	"1970"			1419	18261534	7.8	0.5%
	"New York"	"36"	"1971"	"1971"	"Female"	"F"	456	9577821	4.8	0.2%
	"New York"	"36"	"1971"	"1971"	"Male"	"M"	993	8778638	11.3	0.4%
"Total"	"New York"	"36"	"1971"	"1971"			1449	18356459	7.9	0.5%
	"New York"	"36"	"1972"	"1972"	"Female"	"F"	394	9557266	4.1	0.1%
	"New York"	"36"	"1972"	"1972"	"Male"	"M"	996	8763962	11.4	0.4%
"Total"	"New York"	"36"	"1972"	"1972"			1390	18321228	7.6	0.5%
	"New York"	"36"	"1973"	"1973"	"Female"	"F"	425	9478647	4.5	0.2%
	"New York"	"36"	"1973"	"1973"	"Male"	"M"	992	8683535	11.4	0.4%
"Total"	"New York"	"36"	"1973"	"1973"			1417	18162182	7.8	0.5%
	"New York"	"36"	"1974"	"1974"	"Female"	"F"	364	9431523	3.9	0.1%
	"New York"	"36"	"1974"	"1974"	"Male"	"M"	967	8622650	11.2	0.3%
"Total"	"New York"	"36"	"1974"	"1974"			1331	18054173	7.4	0.5%
	"New York"	"36"	"1975"	"1975"	"Female"	"F"	433	9424329	4.6	0.2%
	"New York"	"36"	"1975"	"1975"	"Male"	"M"	1063	8597866	12.4	0.4%
"Total"	"New York"	"36"	"1975"	"1975"			1496	18022195	8.3	0.5%
	"New York"	"36"	"1976"	"1976"	"Female"	"F"	485	9404173	5.2	0.2%
	"New York"	"36"	"1976"	"1976"	"Male"	"M"	1191	8571277	13.9	0.4%
"Total"	"New York"	"36"	"1976"	"1976"			1676	17975450	9.3	0.6%
	"New York"	"36"	"1977"	"1977"	"Female"	"F"	484	9354750	5.2	0.2%
	"New York"	"36"	"1977"	"1977"	"Male"	"M"	1141	8507511	13.4	0.4%
"Total"	"New York"	"36"	"1977"	"1977"			1625	17862261	9.1	0.6%
	"New York"	"36"	"1978"	"1978"	"Female"	"F"	534	9293131	5.7	0.2%
	"New York"	"36"	"1978"	"1978"	"Male"	"M"	1169	8434340	13.9	0.4%
"Total"	"New York"	"36"	"1978"	"1978"			1703	17727471	9.6	0.6%
"Total"	"New York"	"36"					16058	199084903	8.1	5.8%
	"North Carolina"	"37"	"1968"	"1968"	"Female"	"F"	95	2519773	3.8	0.0%
	"North Carolina"	"37"	"1968"	"1968"	"Male"	"M"	426	2433768	17.5	0.2%
"Total"	"North Carolina"	"37"	"1968"	"1968"			521	4953541	10.5	0.2%
	"North Carolina"	"37"	"1969"	"1969"	"Female"	"F"	128	2562527	5.0	0.0%
	"North Carolina"	"37"	"1969"	"1969"	"Male"	"M"	416	2463863	16.9	0.2%
"Total"	"North Carolina"	"37"	"1969"	"1969"			544	5026390	10.8	0.2%
	"North Carolina"	"37"	"1970"	"1970"	"Female"	"F"	116	2599865	4.5	0.0%
	"North Carolina"	"37"	"1970"	"1970"	"Male"	"M"	424	2495232	17.0	0.2%
"Total"	"North Carolina"	"37"	"1970"	"1970"			540	5095097	10.6	0.2%
	"North Carolina"	"37"	"1971"	"1971"	"Female"	"F"	145	2659657	5.5	0.1%
	"North Carolina"	"37"	"1971"	"1971"	"Male"	"M"	463	2548108	18.2	0.2%
"Total"	"North Carolina"	"37"	"1971"	"1971"			608	5207765	11.7	0.2%
	"North Carolina"	"37"	"1972"	"1972"	"Female"	"F"	150	2707407	5.5	0.1%
	"North Carolina"	"37"	"1972"	"1972"	"Male"	"M"	496	2589120	19.2	0.2%
"Total"	"North Carolina"	"37"	"1972"	"1972"			646	5296527	12.2	0.2%
	"North Carolina"	"37"	"1973"	"1973"	"Female"	"F"	145	2755202	5.3	0.1%
	"North Carolina"	"37"	"1973"	"1973"	"Male"	"M"	540	2624831	20.6	0.2%
"Total"	"North Carolina"	"37"	"1973"	"1973"			685	5380033	12.7	0.2%
	"North Carolina"	"37"	"1974"	"1974"	"Female"	"F"	159	2797070	5.7	0.1%
	"North Carolina"	"37"	"1974"	"1974"	"Male"	"M"	507	2661416	19.1	0.2%
"Total"	"North Carolina"	"37"	"1974"	"1974"			666	5458486	12.2	0.2%
	"North Carolina"	"37"	"1975"	"1975"	"Female"	"F"	176	2836067	6.2	0.1%
	"North Carolina"	"37"	"1975"	"1975"	"Male"	"M"	561	2694302	20.8	0.2%
"Total"	"North Carolina"	"37"	"1975"	"1975"			737	5530369	13.3	0.3%
	"North Carolina"	"37"	"1976"	"1976"	"Female"	"F"	164	2871057	5.7	0.1%
	"North Carolina"	"37"	"1976"	"1976"	"Male"	"M"	513	2721068	18.9	0.2%
"Total"	"North Carolina"	"37"	"1976"	"1976"			677	5592125	12.1	0.2%
	"North Carolina"	"37"	"1977"	"1977"	"Female"	"F"	170	2914553	5.8	0.1%
	"North Carolina"	"37"	"1977"	"1977"	"Male"	"M"	553	2757970	20.1	0.2%
"Total"	"North Carolina"	"37"	"1977"	"1977"			723	5672523	12.7	0.3%
	"North Carolina"	"37"	"1978"	"1978"	"Female"	"F"	165	2951643	5.6	0.1%
	"North Carolina"	"37"	"1978"	"1978"	"Male"	"M"	489	2790073	17.5	0.2%
"Total"	"North Carolina"	"37"	"1978"	"1978"			654	5741716	11.4	0.2%
"Total"	"North Carolina"	"37"					7001	58954572	11.9	2.5%
	"North Dakota"	"38"	"1968"	"1968"	"Female"	"F"	13	302174	4.3 (Unreliable)	0.0%
	"North Dakota"	"38"	"1968"	"1968"	"Male"	"M"	44	307403	14.3	0.0%
"Total"	"North Dakota"	"38"	"1968"	"1968"			57	609577	9.4	0.0%
	"North Dakota"	"38"	"1969"	"1969"	"Female"	"F"	11	304467	3.6 (Unreliable)	0.0%
	"North Dakota"	"38"	"1969"	"1969"	"Male"	"M"	58	309310	18.8	0.0%
"Total"	"North Dakota"	"38"	"1969"	"1969"			69	613777	11.2	0.0%
	"North Dakota"	"38"	"1970"	"1970"	"Female"	"F"	14	306484	4.6 (Unreliable)	0.0%
	"North Dakota"	"38"	"1970"	"1970"	"Male"	"M"	60	311949	19.2	0.0%
"Total"	"North Dakota"	"38"	"1970"	"1970"			74	618433	12.0	0.0%
	"North Dakota"	"38"	"1971"	"1971"	"Female"	"F"	14	310269	4.5 (Unreliable)	0.0%
	"North Dakota"	"38"	"1971"	"1971"	"Male"	"M"	51	316450	16.1	0.0%
"Total"	"North Dakota"	"38"	"1971"	"1971"			65	626719	10.4	0.0%
	"North Dakota"	"38"	"1972"	"1972"	"Female"	"F"	8	311782	2.6 (Unreliable)	0.0%
	"North Dakota"	"38"	"1972"	"1972"	"Male"	"M"	52	318976	16.3	0.0%
"Total"	"North Dakota"	"38"	"1972"	"1972"			60	630758	9.5	0.0%
	"North Dakota"	"38"	"1973"	"1973"	"Female"	"F"	13	312159	4.2 (Unreliable)	0.0%
	"North Dakota"	"38"	"1973"	"1973"	"Male"	"M"	40	319749	12.5	0.0%
"Total"	"North Dakota"	"38"	"1973"	"1973"			53	631908	8.4	0.0%
	"North Dakota"	"38"	"1974"	"1974"	"Female"	"F"	18	313882	5.7 (Unreliable)	0.0%
	"North Dakota"	"38"	"1974"	"1974"	"Male"	"M"	56	320205	17.5	0.0%
"Total"	"North Dakota"	"38"	"1974"	"1974"			74	634087	11.7	0.0%
	"North Dakota"	"38"	"1975"	"1975"	"Female"	"F"	17	316925	5.4 (Unreliable)	0.0%
	"North Dakota"	"38"	"1975"	"1975"	"Male"	"M"	45	322250	14.0	0.0%
"Total"	"North Dakota"	"38"	"1975"	"1975"			62	639175	9.7	0.0%
	"North Dakota"	"38"	"1976"	"1976"	"Female"	"F"	12	320435	3.7 (Unreliable)	0.0%
	"North Dakota"	"38"	"1976"	"1976"	"Male"	"M"	58	325749	17.8	0.0%
"Total"	"North Dakota"	"38"	"1976"	"1976"			70	646184	10.8	0.0%
	"North Dakota"	"38"	"1977"	"1977"	"Female"	"F"	9	322793	2.8 (Unreliable)	0.0%
	"North Dakota"	"38"	"1977"	"1977"	"Male"	"M"	60	327834	18.3	0.0%
"Total"	"North Dakota"	"38"	"1977"	"1977"			69	650627	10.6	0.0%
	"North Dakota"	"38"	"1978"	"1978"	"Female"	"F"	11	323428	3.4 (Unreliable)	0.0%
	"North Dakota"	"38"	"1978"	"1978"	"Male"	"M"	53	328348	16.1	0.0%
"Total"	"North Dakota"	"38"	"1978"	"1978"			64	651776	9.8	0.0%
"Total"	"North Dakota"	"38"					717	6953021	10.3	0.3%
	"Ohio"	"39"	"1968"	"1968"	"Female"	"F"	323	5455035	5.9	0.1%
	"Ohio"	"39"	"1968"	"1968"	"Male"	"M"	840	5135773	16.4	0.3%
"Total"	"Ohio"	"39"	"1968"	"1968"			1163	10590808	11.0	0.4%
	"Ohio"	"39"	"1969"	"1969"	"Female"	"F"	347	5474582	6.3	0.1%
	"Ohio"	"39"	"1969"	"1969"	"Male"	"M"	834	5146549	16.2	0.3%
"Total"	"Ohio"	"39"	"1969"	"1969"			1181	10621131	11.1	0.4%
	"Ohio"	"39"	"1970"	"1970"	"Female"	"F"	376	5498570	6.8	0.1%
	"Ohio"	"39"	"1970"	"1970"	"Male"	"M"	899	5174188	17.4	0.3%
"Total"	"Ohio"	"39"	"1970"	"1970"			1275	10672758	11.9	0.5%
	"Ohio"	"39"	"1971"	"1971"	"Female"	"F"	382	5530277	6.9	0.1%
	"Ohio"	"39"	"1971"	"1971"	"Male"	"M"	925	5211183	17.8	0.3%
"Total"	"Ohio"	"39"	"1971"	"1971"			1307	10741460	12.2	0.5%
	"Ohio"	"39"	"1972"	"1972"	"Female"	"F"	412	5526296	7.5	0.1%
	"Ohio"	"39"	"1972"	"1972"	"Male"	"M"	874	5210178	16.8	0.3%
"Total"	"Ohio"	"39"	"1972"	"1972"			1286	10736474	12.0	0.5%
	"Ohio"	"39"	"1973"	"1973"	"Female"	"F"	400	5535941	7.2	0.1%
	"Ohio"	"39"	"1973"	"1973"	"Male"	"M"	911	5216207	17.5	0.3%
"Total"	"Ohio"	"39"	"1973"	"1973"			1311	10752148	12.2	0.5%
	"Ohio"	"39"	"1974"	"1974"	"Female"	"F"	389	5540850	7.0	0.1%
	"Ohio"	"39"	"1974"	"1974"	"Male"	"M"	968	5214566	18.6	0.3%
"Total"	"Ohio"	"39"	"1974"	"1974"			1357	10755416	12.6	0.5%
	"Ohio"	"39"	"1975"	"1975"	"Female"	"F"	390	5550277	7.0	0.1%
	"Ohio"	"39"	"1975"	"1975"	"Male"	"M"	952	5213318	18.3	0.3%
"Total"	"Ohio"	"39"	"1975"	"1975"			1342	10763595	12.5	0.5%
	"Ohio"	"39"	"1976"	"1976"	"Female"	"F"	381	5544470	6.9	0.1%
	"Ohio"	"39"	"1976"	"1976"	"Male"	"M"	966	5205728	18.6	0.3%
"Total"	"Ohio"	"39"	"1976"	"1976"			1347	10750198	12.5	0.5%
	"Ohio"	"39"	"1977"	"1977"	"Female"	"F"	351	5561536	6.3	0.1%
	"Ohio"	"39"	"1977"	"1977"	"Male"	"M"	1046	5215689	20.1	0.4%
"Total"	"Ohio"	"39"	"1977"	"1977"			1397	10777225	13.0	0.5%
	"Ohio"	"39"	"1978"	"1978"	"Female"	"F"	332	5576100	6.0	0.1%
	"Ohio"	"39"	"1978"	"1978"	"Male"	"M"	1024	5224533	19.6	0.4%
"Total"	"Ohio"	"39"	"1978"	"1978"			1356	10800633	12.6	0.5%
"Total"	"Ohio"	"39"					14322	117961846	12.1	5.2%
	"Oklahoma"	"40"	"1968"	"1968"	"Female"	"F"	57	1279492	4.5	0.0%
	"Oklahoma"	"40"	"1968"	"1968"	"Male"	"M"	197	1216461	16.2	0.1%
"Total"	"Oklahoma"	"40"	"1968"	"1968"			254	2495953	10.2	0.1%
	"Oklahoma"	"40"	"1969"	"1969"	"Female"	"F"	58	1298671	4.5	0.0%
	"Oklahoma"	"40"	"1969"	"1969"	"Male"	"M"	184	1232956	14.9	0.1%
"Total"	"Oklahoma"	"40"	"1969"	"1969"			242	2531627	9.6	0.1%
	"Oklahoma"	"40"	"1970"	"1970"	"Female"	"F"	65	1315618	4.9	0.0%
	"Oklahoma"	"40"	"1970"	"1970"	"Male"	"M"	188	1249284	15.0	0.1%
"Total"	"Oklahoma"	"40"	"1970"	"1970"			253	2564902	9.9	0.1%
	"Oklahoma"	"40"	"1971"	"1971"	"Female"	"F"	80	1343757	6.0	0.0%
	"Oklahoma"	"40"	"1971"	"1971"	"Male"	"M"	187	1278703	14.6	0.1%
"Total"	"Oklahoma"	"40"	"1971"	"1971"			267	2622460	10.2	0.1%
	"Oklahoma"	"40"	"1972"	"1972"	"Female"	"F"	84	1361270	6.2	0.0%
	"Oklahoma"	"40"	"1972"	"1972"	"Male"	"M"	244	1297351	18.8	0.1%
"Total"	"Oklahoma"	"40"	"1972"	"1972"			328	2658621	12.3	0.1%
	"Oklahoma"	"40"	"1973"	"1973"	"Female"	"F"	116	1379514	8.4	0.0%
	"Oklahoma"	"40"	"1973"	"1973"	"Male"	"M"	238	1313683	18.1	0.1%
"Total"	"Oklahoma"	"40"	"1973"	"1973"			354	2693197	13.1	0.1%
	"Oklahoma"	"40"	"1974"	"1974"	"Female"	"F"	109	1399269	7.8	0.0%
	"Oklahoma"	"40"	"1974"	"1974"	"Male"	"M"	261	1333573	19.6	0.1%
"Total"	"Oklahoma"	"40"	"1974"	"1974"			370	2732842	13.5	0.1%
	"Oklahoma"	"40"	"1975"	"1975"	"Female"	"F"	102	1419474	7.2	0.0%
	"Oklahoma"	"40"	"1975"	"1975"	"Male"	"M"	283	1352800	20.9	0.1%
"Total"	"Oklahoma"	"40"	"1975"	"1975"			385	2772274	13.9	0.1%
	"Oklahoma"	"40"	"1976"	"1976"	"Female"	"F"	99	1444268	6.9	0.0%
	"Oklahoma"	"40"	"1976"	"1976"	"Male"	"M"	252	1381045	18.2	0.1%
"Total"	"Oklahoma"	"40"	"1976"	"1976"			351	2825313	12.4	0.1%
	"Oklahoma"	"40"	"1977"	"1977"	"Female"	"F"	119	1468028	8.1	0.0%
	"Oklahoma"	"40"	"1977"	"1977"	"Male"	"M"	310	1401068	22.1	0.1%
